symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
OCA2	0.596434880685408	No data	0.9173109266613411	0.1909431374157803	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219520352775348	No data	No data	No data	1	0	0	0	0	0	No data	-0.1731936017650303	-0.9582979393150012	0	No data	No data	0	1	0.5
KMT2C	0.5963561927066715	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9199316008082302	0.19757983319432168	No data	No data	No data	No data	No data	0.5235342624089704	No data	No data	No data	0	0	1	0	0	0.2618600000000001	No data	-0.95565361279647	-0.7349225710974411	0	No data	255	0	-1	-1
MC1R	0.5944007067490196	No data	0.8332935272414829	0.1594570196945087	0.45249207123782736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9612638608923121	No data	No data	1	1	0	1	1	0	0	0	0.960507446221732	-0.2374349059469627	0	No data	No data	0	0.5	0
TP63	0.5940138178637951	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9046684502620593	0.21750209707230256	No data	No data	No data	No data	No data	0.812864274485884	No data	No data	No data	0	0	0	0	0	0.8970599999999997	No data	-0.8902371759514617	-0.9462612312138718	0	No data	255	0	0.5	0
UBR5	0.5936415630195598	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9125949446622202	0.20039078316013928	No data	No data	No data	No data	No data	0.6211194151368817	No data	No data	No data	0	0	0	0	0	0.9106799999999999	No data	-0.9986762272476558	-0.7875169745103313	0	No data	255	0	-1	-1
SMARCA4	0.5920945397936985	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9276008908162294	No data	No data	No data	No data	No data	No data	0.926993351389286	No data	No data	No data	0	0	1	1	0	0.8633899999999997	1	-0.9399889685603972	-0.9319223881807955	0	No data	255	-0.3761375000000001	-1	-1
PTPRB	0.5913513727369936	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9260810638222002	0.17986965466161897	No data	No data	No data	No data	No data	0.07558323843550117	No data	No data	0.2	1	0	1	1	0	0	No data	-0.7249862107004964	-0.9142875150868576	0	255	255	0	-1	0
PTPRT	0.5903280415676756	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9102202149840498	0.1942248521299619	No data	No data	No data	No data	No data	0.552076871536585	No data	No data	No data	0	0	0	0	0	0.8993749999999998	No data	-0.8013237727523441	0	0	No data	255	-0.14469250000000003	0.5	0.5
PTPN11	0.5894224715555956	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.88467979591882	No data	No data	No data	No data	0.2611670650881797	No data	0.8812641078710514	No data	No data	0.1	0	0	1	1	0	0.9747050000000002	1	-0.9784886927744071	-0.9832687418361019	-1	255	255	0	-1	-1
FGFR1	0.5875582838565258	0.18133224735426628	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9123310858090902	No data	No data	No data	No data	No data	No data	0.39210490698780426	0.00889374366917787	No data	1	0	0	1	1	1	0.9209249999999998	1	-0.906784335355764	-0.9744123884163269	0	255	No data	-0.2791975000000001	-1	-1
MDM4	0.5873808614140209	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.88467979591882	No data	No data	No data	No data	0.25229128100882275	No data	0.8299934641943307	No data	No data	No data	0	0	1	1	0	0.20407999999999973	No data	-0.9813568670711528	-0.911465487004264	0	No data	No data	0	-1	-1
TSC1	0.5873348644332542	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9165821451095187	0.17895711366898864	No data	No data	No data	No data	No data	0.21599236385597573	No data	No data	No data	0	0	0	0	0	0.3599649999999997	No data	-0.9385548814120243	-0.9403318353365014	0	255	255	No data	-1	-1
IFNAR2	0.587192364237413	0.9559680860826969	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19837531500605066	No data	No data	1	1	1	0	0	0	0	No data	-0.35013789299503584	-0.1036059307249762	0	No data	No data	0	-1	-1
RUNX1T1	0.5866408820820247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8877814836617365	0.30204124613640737	No data	No data	No data	No data	No data	0.0759559665284076	No data	No data	No data	0	0	0	0	1	0.9503300000000003	No data	-0.9644787644787645	-0.814194381975033	0	No data	255	-0.2798024999999999	0.5	0
CDK12	0.5865242031797598	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.8902315606408103	0.23843143452861945	No data	No data	No data	No data	No data	0.6726761260081384	No data	No data	0.2	0	0	1	1	0	0.5671149999999997	1	-0.950468836183122	-0.8123578265697825	-1	No data	255	0	-1	-1
FGFR2	0.5863575048414147	0.15198269940290526	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.923628616349025	No data	No data	No data	No data	No data	No data	0.13001761441324527	No data	No data	1	0	1	1	1	1	0.8781950000000002	1	-0.9032542746828461	-0.9837676382762558	0	No data	255	-0.2813649999999999	1	0
ATRX	0.5854962384128185	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9272005466624832	No data	No data	No data	No data	No data	No data	0.7179261396230615	No data	No data	No data	0	0	0	0	0	0.19742999999999994	No data	No data	-0.7175531862738634	0	No data	255	0	-1	-1
FGFR4	0.5849556179579193	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9294305195209118	No data	No data	No data	No data	No data	No data	0.6555410905080642	No data	No data	1	1	1	1	1	0	0.5074800000000004	1	-0.1473800330943188	0	0	No data	255	-0.005610000000000071	0.5	0
DNMT3A	0.582228871712691	0.1332798669450906	0.5689311278544384	No data	0	No data	No data	No data	No data	No data	No data	0.7001778390862753	No data	0.547137717850459	No data	No data	No data	0.607930797611621	0.5075771812150393	No data	No data	1	0	0	1	1	0	0.7971499999999999	No data	1	-0.8506486852949796	0	No data	255	0	-1	-1
KLF6	0.5808050666507045	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.882763594292089	0.2657981606686385	No data	No data	No data	No data	No data	0.27751940329198044	No data	No data	No data	0	0	0	0	0	0.7526499999999998	No data	-0.9921676778819636	-0.7670096588048255	0	No data	No data	0	0.5	-1
TBX3	0.5806014226035987	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9141296976363434	No data	No data	No data	No data	No data	No data	0.8183111135934666	No data	No data	No data	0	0	0	0	0	0.6887949999999996	No data	-0.7221180364037507	-0.9780729690258305	0	No data	255	0	0.5	0
AR	0.5801264043398584	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9077081042501174	No data	No data	No data	No data	No data	No data	0.9261607346966628	0.011148451057058103	No data	1	0	0	1	1	1	0.2826099999999997	1	No data	-0.7350857469360702	0	255	255	0	0.5	0
CYLD	0.5797651763499653	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9077081042501174	No data	No data	No data	No data	No data	No data	0.9192317495488836	No data	No data	No data	0	0	0	0	1	0.7384950000000003	No data	-0.8668505239933811	-0.8658660149137531	0	No data	255	No data	0.5	-1
RB1	0.5796717639830585	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.6981423155621385	0.7701776707956238	No data	No data	No data	No data	No data	0.3961253605919502	No data	No data	No data	0	0	1	1	0	0.5258600000000001	No data	-0.93138444567016	-0.9719087860456268	0	No data	255	0	-1	-1
RRM2	0.5786212401368904	0.9169659053807098	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6842468180628212	0.027439075612235447	No data	1	0	0	0	1	0	0.575835	No data	-0.8932156646442361	0	-1	No data	No data	-0.26092499999999996	0.5	0
RPL5	0.5786164791528784	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.845502033406071	0.41764992046975075	No data	No data	No data	No data	No data	0.08395463425437676	No data	No data	1	0	0	1	1	0	0.9158250000000002	No data	-0.9956977385548814	-0.8997506340313788	-1	No data	255	No data	-1	-1
AKT2	0.5781172862677694	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9015667625191428	No data	No data	No data	No data	No data	No data	0.7176540374470685	No data	No data	1	0	0	1	1	1	0.9064450000000001	1	-0.7965802537231108	-0.7157962501206744	0	255	255	-0.5322250000000001	-1	-1
IDH1	0.5765875956909117	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.6977410756532464	0.7599134970145264	No data	No data	No data	No data	No data	0.6342321104611153	No data	No data	1	0	0	1	1	1	0.7826099999999997	1	-0.24048538334252623	-0.3074028175658705	0	No data	255	-0.21497500000000008	0.5	-1
ERBB3	0.5763873518257498	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9046684502620593	No data	No data	No data	No data	No data	No data	0.8688995322372244	No data	No data	1	1	1	1	1	1	0.5342750000000003	0	-0.44158852730281306	-0.9666797485055653	0	No data	255	0	-1	0
CBL	0.575694563126162	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9125949446622202	No data	No data	No data	No data	No data	No data	0.687577948129459	No data	No data	No data	0	0	0	0	0	0.6578350000000001	No data	-0.541753998896856	-0.9366615996702965	0	No data	255	0	-1	-1
KMT2A	0.5750098908874457	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9125949446622202	No data	No data	No data	No data	No data	No data	0.6650532712614314	No data	No data	0.7	0	0	1	1	0	0.5543799999999998	0	-0.9988968560397132	-0.9520039683565107	0	No data	255	0	-1	-1
POLD1	0.5723865146088646	0.4910647189546135	No data	No data	0	No data	No data	No data	No data	No data	No data	0.8121786586425254	No data	No data	No data	No data	No data	No data	0.29643817801252803	No data	No data	1	0	0	0	1	0	0.47605999999999965	No data	-0.1565361279646994	-0.8627997175302484	-1	No data	255	0	-1	0
IKBKB	0.5723751226094522	0.12158615952232422	No data	No data	0	No data	No data	No data	No data	No data	No data	0.8978141032746266	No data	No data	No data	No data	No data	No data	0.5986337093510666	No data	No data	0.7	0	0	1	1	0	0.6296300000000002	1	-0.7180364037506894	-0.9195895077555788	0	255	255	0	-1	-1
ERCC2	0.57226256205939	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9165044273145139	No data	No data	No data	No data	No data	No data	0.49648067203651136	No data	No data	No data	0	0	1	1	0	0.875	No data	0.21467181467181473	-0.8815318147118458	-1	255	255	0	-1	-1
HNF1A	0.5715513011890702	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9141673689747409	No data	No data	No data	No data	No data	No data	0.5198224363633314	No data	No data	No data	0	0	0	0	0	0.7305849999999999	No data	-0.7123000551571981	-0.9497585121248403	0	No data	255	0	0.75	0.5
PTPRK	0.5712783794947659	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9166174459538149	No data	No data	No data	No data	No data	No data	0.46184218751505635	No data	No data	No data	1	0	0	0	0	0.9340299999999999	No data	-0.6774407060121346	0	0	No data	No data	-0.04340250000000001	-1	0
NOTCH2	0.5709920289552574	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9312587681965996	No data	No data	No data	No data	No data	No data	0.1595952447792246	No data	No data	0.2	1	0	0	1	0	0.6276800000000001	No data	-0.9800330943188086	-0.9636573052809768	0	No data	255	0	-1	-1
CDK6	0.5708715346234541	0.17946900417381245	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8809271366743038	No data	No data	No data	No data	No data	No data	0.5960672411173155	No data	No data	1	0	0	1	1	1	0.8159500000000002	1	-0.7813568670711528	-0.12447432721139656	0	255	255	-0.1257674999999999	0.5	0
QKI	0.5701277870134042	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.8767053950242231	0.24444609216624202	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	-0.74142305570877	-0.9608319324990972	0	No data	255	0	0.5	-1
IL7R	0.5691596928003596	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9141673689747409	No data	No data	No data	No data	No data	No data	0.4411421524196156	No data	No data	No data	1	0	0	0	0	0	No data	0.021842250413679043	0	0	No data	255	0	0.5	0
CASP8	0.5690596201217474	No data	0.3900800777369344	No data	0	No data	No data	No data	No data	No data	No data	0.821677577355207	No data	No data	No data	No data	No data	No data	0.7588020531956812	No data	No data	0.2	0	0	1	1	1	0	0	-0.4422504136789851	-0.9541353434770324	0	255	255	0	0.5	-1
LAG3	0.5688540949614233	0.8950494441381296	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8134469443506731	No data	No data	1	1	1	0	0	0	0	No data	-0.1323772752344181	-0.26865496097636277	0	No data	No data	0	0.5	0
MX2	0.5684438142065881	No data	0.8945519476823459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8098992597100769	No data	No data	No data	0	0	0	0	0	No data	No data	-0.24699393270821846	-0.05901705023956677	0	No data	No data	0	0.5	0
RRM2B	0.5681561814263458	0.9169659053807098	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3521574240898118	No data	No data	1	0	0	0	0	0	0.6723649999999999	No data	-0.45206839492553774	-0.9420260116956	0	No data	No data	-0.4515675000000002	-1	-1
GNAS	0.5671637752715375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9197191336967314	No data	No data	No data	No data	No data	No data	0.25952313448557945	0.011072402820353133	No data	No data	1	0	No data	No data	No data	0.6700499999999998	No data	-0.8847214561500276	-0.9615618773748349	0	No data	255	-0.30837499999999984	-1	-1
MYB	0.566377197940518	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8973450208690622	No data	No data	No data	No data	No data	No data	0.6860492593137077	No data	No data	No data	0	0	1	1	0	0	No data	-0.7481522338665196	-0.9029978351533832	0	255	255	0	0.75	0
SETBP1	0.5658576498912857	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9015667625191428	No data	No data	No data	No data	No data	No data	0.5845220845102537	No data	No data	No data	0	0	0	0	0	0.4768149999999999	No data	-0.983011583011583	-0.43423810300908944	0	No data	255	0	-1	0
TSC2	0.5655390563818893	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9276008908162294	No data	No data	No data	No data	No data	No data	0.05335827594524644	No data	No data	No data	0	0	0	0	0	0.5766449999999999	No data	-0.9547710976282405	-0.9582377212929366	0	No data	255	0	-1	-1
DDR2	0.5645649856868938	0.15198269940290526	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8767053950242231	No data	No data	No data	No data	No data	No data	0.6284458084267753	No data	No data	1	1	0	1	1	0	0.7953200000000002	1	-0.8202978488692775	-0.9360423865945657	0	No data	255	0	-1	0
PTCH1	0.5640280295177023	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9100828339282878	No data	No data	No data	No data	No data	No data	0.35400892461145833	No data	No data	No data	0	0	0	0	0	0.7753950000000003	No data	-0.9814671814671815	-0.9621206446885691	0	No data	255	0	0.5	0
SPEN	0.563796228394246	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9127894394083952	No data	No data	No data	No data	No data	No data	0.2922509100751666	No data	No data	No data	0	0	0	0	0	0.05431000000000026	No data	-0.9958080529509101	-0.7809088733618996	0	No data	255	0	-1	-1
ARHGAP35	0.5637113015869875	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9195817526409694	No data	No data	No data	No data	No data	No data	0.15361068243999204	No data	No data	No data	0	0	0	0	0	0.8899250000000002	No data	-0.9537782680639824	-0.8681742762973595	0	No data	No data	0	-1	-1
PAX5	0.561693755330322	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9110280098934269	No data	No data	No data	No data	No data	No data	0.25831132951745067	No data	No data	No data	0	0	0	0	0	0.9616349999999997	No data	-0.8370656370656371	-0.8623418581260767	0	No data	255	-0.2902825	1	0.5
NTRK2	0.5614341473633866	0.09118961964174316	No data	No data	0	No data	No data	No data	No data	No data	No data	0.893333248383727	No data	No data	No data	No data	No data	No data	0.3323649457064739	No data	No data	1	1	0	1	1	0	0.6062049999999999	1	-0.9886376172090457	-0.9340264022172547	0	255	255	0	0.5	0
SLC45A2	0.5612727445258776	No data	0.8846893373436027	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7561241079650868	0.033997627025451053	No data	No data	0	0	0	0	0	0.12263999999999982	No data	0.09784886927744063	-0.046416911659329374	0	No data	No data	0	0.5	0.5
RRM1	0.560917292675386	0.9169659053807098	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11400897760875936	No data	No data	1	1	0	0	1	1	0.88005	No data	-0.9288472145615003	-0.5716429955725768	-1	255	No data	No data	-1	-1
SYK	0.5608936222764984	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9073130219873082	No data	No data	No data	No data	No data	No data	0.30628792530072024	No data	No data	1	1	0	1	1	1	0.5748049999999999	1	-0.8849420849420849	-0.9518936756683799	0	255	No data	0	0.5	0
PIK3R1	0.5602711987448651	0.12158615952232422	No data	No data	0	No data	No data	No data	No data	No data	No data	0.887719449906878	No data	No data	No data	No data	No data	No data	0.1569415058053943	No data	No data	0.7	0	0	1	1	0	0.7997250000000001	No data	-0.8354109211252069	-0.9178001208142011	0	255	255	0	-1	-1
NUTM1	0.5600930610638767	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9202466769508572	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	0	0	0	0	0	No data	-0.6531715388858246	-0.06304192814743703	0	No data	No data	0	1	1
CCND2	0.5593826595326542	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9092293980661736	No data	No data	No data	No data	No data	No data	0.21110834982409366	0.016073267104351502	No data	No data	0	0	1	0	0	0.6020749999999999	No data	-0.8103695532266961	-0.33477233200133266	0	No data	255	-0.07439499999999999	0.5	0
BCL9L	0.5592153089090004	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9077081042501174	No data	No data	No data	No data	No data	No data	0.24317231904464845	No data	No data	No data	0	0	0	0	0	0.6964649999999999	No data	-0.8868174296745726	No data	0	No data	255	0	-1	0
CIITA	0.5591971869752411	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9070431799402298	No data	No data	No data	No data	No data	No data	0.25587462114281295	No data	No data	No data	0	0	0	0	0	0	No data	-0.3963596249310535	-0.21665210043006894	0	No data	255	0	0.5	-1
PER1	0.5588062376445594	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9077081042501174	No data	No data	No data	No data	No data	No data	0.22971449568554045	No data	No data	No data	0	0	0	0	0	0.5969000000000001	No data	-0.22393822393822393	-0.70088641022932	0	No data	255	0	-1	-1
KAT6A	0.5581424641897121	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9165821451095187	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	1	1	1	0.4635750000000002	1	-0.9976833976833976	-0.9631510735902468	0	No data	255	0	-1	-1
JUN	0.5581145031203303	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.833960260817156	No data	No data	No data	No data	0.25533093499688087	No data	0.9118342665544097	No data	No data	No data	0	0	1	1	0	0.8640500000000003	No data	-0.4166574738003309	-0.9550425863898478	0	255	No data	0	-1	-1
FANCA	0.5562643100810261	No data	0.1894238219072195	No data	0	No data	No data	No data	No data	No data	No data	0.8561453684423778	No data	No data	No data	No data	No data	No data	0.5180052280339665	No data	No data	No data	0	0	0	0	0	0	No data	0.55565361279647	-0.7311131536985699	0	No data	No data	No data	0.5	0
USP6	0.5555903656081516	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	0.9092293980661736	No data	No data	No data	No data	No data	No data	0.09349131318936715	No data	No data	No data	0	0	0	0	0	0	No data	-0.1990071704357419	-0.17110090017413593	0	No data	No data	-0.2371974999999999	0.75	0.5
ARNT	0.5555815805782115	No data	0.2573833030914848	No data	0	No data	No data	No data	No data	No data	No data	0.8387097201734968	No data	No data	No data	No data	No data	No data	0.48752851824437615	No data	No data	No data	0	0	1	1	0	0.5944249999999996	No data	-0.8092664092664092	-0.8486735961169564	0	255	No data	0	-1	-1
